field,value,source_doi,source_pdf,char_span
sample_type,Soil Organic Matter,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[74592, 74611]"
instrument,Fourier Transform Ion Cyclotron Resonance Mass Spectrometer,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[75142, 75188]"
instrument,Fourier Transform Ion Cyclotron Resonance Mass Spectrometer,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[75819, 75865]"
sample_type,Natural Organic Matter Molecules,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[75895, 75917]"
instrument,Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[76935, 76994]"
instrument,Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[77184, 77243]"
sample_type,Soil Humic Acids,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[77161, 77177]"
sample_type,Dissolved Organic Matter,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[77604, 77628]"
software_tools,Multiple Analytical Tools,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[77667, 77692]"
sample_type,Dissolved Organic Matter,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[79673, 79697]"
instrument,High Resolution Mass Spectrometer,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[80325, 80345]"
sample_type,Dissolved Organic Matter (DOM),10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[81469, 81499]"
sample_type,Soil Organic Matter,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[88225, 88244]"
instrument,High-Resolution Mass Spectrometer,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[89048, 89068]"
sample_type,sediments,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[89209, 89218]"
sample_type,Dissolved Organic Matter (DOM) Extracts,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[91226, 91265]"
instrument,FT-ICR-MS,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[91779, 91788]"
instrument,MALDIand ESI-Fourier Transform Ion Cyclotron Resonance,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[101124, 101178]"
sample_type,Natural Organic Matter,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[101325, 101347]"
instrument,Fourier Transform Ion Cyclotron Resonance Mass Spectrometer,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[104297, 104343]"
sample_type,Complex Natural Mixtures,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[103944, 103968]"
ionization_method,Electrospray Ionization Fourier Transform Ion Cyclotron Mass Spectrometry,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[106730, 106803]"
sample_type,Natural Organic Matter,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[106812, 106834]"
sample_type,Fulvic Acids,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[110662, 110674]"
instrument,Fourier Transform Ion Cyclotron Resonance Mass Spectrometer,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[110725, 110771]"
ionization_method,Electrospray Ionization,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[111135, 111158]"
instrument,High-Performance Liquid Chromatography-Inductively Coupled Plasma-Mass Spectrometry,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[122376, 122459]"
ionization_method,ESI,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[122596, 122599]"
sample_type,Natural Organic Matter (NOM),10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[130232, 130260]"
instrument,High Resolution Mass Spectrometer,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[130805, 130825]"
sample_type,Dissolved Organic Matter Composition,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[130765, 130801]"
facility,International Laboratory Comparison,10.1021/acs.est.1c01135,10_1021_acs_est_1c01135.pdf,"[130726, 130761]"
sample_type,δ-MnO2,10.1021/acs.est.1c01283,10_1021_acs_est_1c01283.pdf,"[27, 34]"
sample_type,Suwannee River fulvic acid (SRFA),10.1021/acs.est.1c01283,10_1021_acs_est_1c01283.pdf,"[113, 139]"
instrument,FT-ICR MS,10.1021/acs.est.1c01283,10_1021_acs_est_1c01283.pdf,"[1517, 1526]"
ionization_method,ESI,10.1021/acs.est.1c01283,10_1021_acs_est_1c01283.pdf,"[2709, 2712]"
ionization_method,Electrospray ionization (ESI),10.1021/acs.est.1c01283,10_1021_acs_est_1c01283.pdf,"[2741, 2770]"
sample_type,consumer PE bags,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[80, 96]"
sample_type,additive-free low-density PE film,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[586, 614]"
instrument,NIST-calibrated Mitutoyo micrometer,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[703, 738]"
instrument,PerkinElmer Lambda 650s,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[1422, 1445]"
sample_type,text-free areas of the bags,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[1136, 1163]"
sample_type,Loss on ignition (LOI) measurements,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[1894, 1929]"
facility,Cambridge Polymer Group,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[2579, 2602]"
instrument,PerkinElmer Nexion 350X ICP-MS,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[3033, 3064]"
sample_type,Samples,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[2857, 2864]"
sample_type,plastic,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[3835, 3842]"
instrument,Shimadzu 5000A TOC analyzer,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[5363, 5390]"
sample_type,DOC,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[5878, 5881]"
sample_type,DOC (leached in the dark and produced by sunlight),10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[8139, 8268]"
facility,National Ocean Sciences Accelerator Mass Spectrometry facility,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[9201, 9263]"
instrument,21 tesla (T) FTICR-MS,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[9625, 9646]"
facility,Florida State University 's National High Magnetic Field Laboratory,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[9650, 9718]"
software_tools,Predator analysis 37 and PetroOrg 38,10.1021/acs.est.1c02272,10_1021_acs_est_1c02272.pdf,"[10114, 10150]"
sample_type,microplastic samples,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[111, 131]"
sample_type,seawater,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[1073, 1081]"
sample_type,microplastics,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[1058, 1071]"
sample_type,microplastic aliquots,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[2795, 2816]"
instrument,FT-ICR MS,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[4989, 4998]"
instrument,Shimadzu TOC-VCPH analyzer,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[5377, 5403]"
instrument,Shimadzu TOC-VCPH analyzer,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[6472, 6498]"
instrument,FT-ICR MS,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[7650, 7659]"
instrument,FT-ICR mass spectrometer,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[10649, 10673]"
ionization_method,electrospray ion source,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[10560, 10583]"
sample_type,DOM samples,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[9994, 10005]"
facility,"National High Magnetic Field Laboratory, Tallahassee, Florida",10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[10732, 10793]"
ionization_method,FT-ICR MS,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[12120, 12129]"
sample_type,plastics,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[12704, 12712]"
sample_type,seawater,10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[12749, 12757]"
sample_type,"dissolved organic molecular formulas in seawater, polymers in seawater",10.1021/acs.est.1c03592,10_1021_acs_est_1c03592.pdf,"[14527, 14566]"
instrument,9.4 T FT-ICR mass spectrometer,10.1021/acs.est.1c06745,10_1021_acs_est_1c06745.pdf,"[3284, 3314]"
ionization_method,microelectrospray ionization (ESI),10.1021/acs.est.1c06745,10_1021_acs_est_1c06745.pdf,"[3160, 3194]"
sample_type,DOM extracts,10.1021/acs.est.1c06745,10_1021_acs_est_1c06745.pdf,"[3237, 3249]"
sample_type,"Formulas containing carbon (C), hydrogen (H), oxygen (O), nitrogen (N), and sulfur (S)",10.1021/acs.est.1c06745,10_1021_acs_est_1c06745.pdf,"[3543, 3629]"
software_tools,PetroOrg,10.1021/acs.est.1c06745,10_1021_acs_est_1c06745.pdf,"[3956, 3964]"
sample_type,dissolved organic matter,10.1021/acs.est.1c08143,10_1021_acs_est_1c08143.pdf,"[314, 338]"
instrument,custom-built hybrid linear ion trap FT-ICR mass spectrometer,10.1021/acs.est.1c08143,10_1021_acs_est_1c08143.pdf,"[1656, 1716]"
ionization_method,negative electrospray ionization mode,10.1021/acs.est.1c08143,10_1021_acs_est_1c08143.pdf,"[1611, 1648]"
sample_type,pavement sealants,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[27, 44]"
sample_type,petroleum asphalt sealant,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[79, 104]"
sample_type,coal tar sealant,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[109, 125]"
instrument,9.4 T FT-ICR MS,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[2354, 2369]"
ionization_method,(+) APPI,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[2542, 2550]"
sample_type,Stock solutions of the starting and irradiated pavement sealants,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[2371, 2435]"
sample_type,Water-solubles,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[3725, 3739]"
sample_type,Dissolved organic carbon (DOC) concentrations,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[3741, 3786]"
instrument,Microtox model 500 analyzer,10.1021/acs.est.2c00582,10_1021_acs_est_2c00582.pdf,"[4867, 4894]"
instrument,Hitachi HT7800,10.1021/acs.est.2c05145,10_1021_acs_est_2c05145.pdf,"[3700, 3714]"
sample_type,"solid samples from the inoculum, the conventional reactor, and the BEC2 and BEC3 reactors",10.1021/acs.est.2c05145,10_1021_acs_est_2c05145.pdf,"[3741, 3798]"
sample_type,microbial community,10.1021/acs.est.2c05145,10_1021_acs_est_2c05145.pdf,"[6281, 6300]"
instrument,BEC 1 reactor,10.1021/acs.est.2c05145,10_1021_acs_est_2c05145.pdf,"[6225, 6238]"
sample_type,water samples,10.1021/acs.est.3c00771,10_1021_acs_est_3c00771.pdf,"[999, 1012]"
sample_type,chloraminated drinking water,10.1021/acs.est.3c00771,10_1021_acs_est_3c00771.pdf,"[1869, 1897]"
instrument,21 T FT-ICR-MS,10.1021/acs.est.3c00771,10_1021_acs_est_3c00771.pdf,"[4480, 4494]"
ionization_method,ESI ionization,10.1021/acs.est.3c00771,10_1021_acs_est_3c00771.pdf,"[4500, 4514]"
software_tools,PetroOrg,10.1021/acs.est.3c00771,10_1021_acs_est_3c00771.pdf,"[5247, 5255]"
sample_type,water samples,10.1021/acs.est.3c00771,10_1021_acs_est_3c00771.pdf,"[9415, 9428]"
sample_type,PPL eluate,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[2670, 2680]"
sample_type,dried PPL-extracted DOM,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[3267, 3290]"
instrument,FT-ICR MS,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[3297, 3306]"
instrument,21 tesla FT-ICR MS,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[3571, 3589]"
ionization_method,negative-ion electrospray ionization (ESI -),10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[3692, 3728]"
sample_type,samples,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[3600, 3607]"
facility,"National High Magnetic Field Laboratory in Tallahassee, Florida",10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[3861, 3924]"
software_tools,"Predator data station, Xian et al.",10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[4007, 4028]"
ionization_method,FT-ICR MS,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[4649, 4658]"
sample_type,"One sample, V-PW1",10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[4551, 4568]"
software_tools,PetroOrg,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[4529, 4537]"
sample_type,PPL-extracted DOM,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[5800, 5817]"
facility,Stanford Synchrotron Radiation Lightsource,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[5864, 5906]"
software_tools,Athena,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[6074, 6080]"
software_tools,R statistical software (v. 4.0.4),10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[6651, 6684]"
sample_type,DOM sulfur content and molecular composition for different sample types and LULC,10.1021/acs.est.3c01347,10_1021_acs_est_3c01347.pdf,"[7389, 7469]"
instrument,Shimadzu TOC-L CPH,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[908, 926]"
sample_type,dissolved organic carbon (DOC) concentration,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[855, 899]"
instrument,Horiba Scientific Aqualog 46,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[2067, 2095]"
sample_type,Absorbance spectra,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[1630, 1648]"
instrument,custom-built hybrid linear ion trap 9.4-T FT-ICR mass spectrometer,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[3129, 3195]"
ionization_method,negative electrospray,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[3199, 3220]"
facility,National High Magnetic Field Laboratory,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[3600, 3639]"
software_tools,PetroOrg,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[3781, 3789]"
instrument,DLK Micro-Pstat-1,10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[4654, 4671]"
sample_type,DOC (g C),10.1021/acs.est.3c01782,10_1021_acs_est_3c01782.pdf,"[6816, 6825]"
sample_type,residual oil,10.1021/acs.est.3c02962,10_1021_acs_est_3c02962.pdf,"[3663, 3675]"
sample_type,oil,10.1021/acs.est.3c02962,10_1021_acs_est_3c02962.pdf,"[5412, 5415]"
instrument,custom-built,10.1021/acs.est.3c02962,10_1021_acs_est_3c02962.pdf,"[7311, 7323]"
sample_type,physical properties data,10.1021/acs.est.3c02962,10_1021_acs_est_3c02962.pdf,"[7049, 7073]"
instrument,4T Fourier Transform Ion Cyclotron Resonance Mass Spectrometer,10.1021/acs.est.3c02962,10_1021_acs_est_3c02962.pdf,"[7326, 7388]"
ionization_method,electrospray ionization (ESI),10.1021/acs.est.3c02962,10_1021_acs_est_3c02962.pdf,"[7453, 7482]"
sample_type,Soil samples,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[49, 61]"
sample_type,Biosolids,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[459, 468]"
instrument,Shimadzu TOC-LCSN,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[1796, 1813]"
sample_type,water-extractable organic carbon,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[1744, 1776]"
instrument,custom-built 21 T Fourier transform ion cyclotron resonance mass spectrometer,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[2230, 2307]"
facility,"National High Magnetic Field Laboratory in Tallahassee, FL",10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[2315, 2373]"
instrument,21 T hybrid linear ion trap FT-ICR MS,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[3125, 3162]"
ionization_method,electrospray ionization,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[3342, 3365]"
sample_type,DOM composition,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[2986, 3001]"
sample_type,mass (Da),10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[5155, 5164]"
sample_type,peptide-like,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[7085, 7097]"
software_tools,PetroOrg,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[22342, 22350]"
sample_type,soil leachates,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[23687, 23701]"
sample_type,biosolids leachates,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[23723, 23742]"
sample_type,surface soil,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[23983, 23995]"
software_tools,R,10.1021/acs.est.3c06678,10_1021_acs_est_3c06678.pdf,"[24717, 24718]"
sample_type,Suwannee River Fulvic Acid (SRFA),10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[990, 1022]"
instrument,FT-ICR MS,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[4571, 4580]"
sample_type,supernatant samples from the adsorption experiments,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[4401, 4452]"
sample_type,DOM samples,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[5128, 5139]"
instrument,custom-built hybrid linear ion trap 21-T ESI FT-ICR mass spectrometer,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[5765, 5834]"
ionization_method,ESI,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[5806, 5809]"
sample_type,DOM in the obtained supernatants,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[5672, 5704]"
facility,National High Magnetic Field Laboratory,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[5842, 5881]"
instrument,FT ICR-MS,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[7531, 7540]"
instrument,FT-ICR MS,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[8493, 8502]"
dataset_accession,10.17605/OSF.IO/XYBHZ,10.1021/acs.est.3c08123,10_1021_acs_est_3c08123.pdf,"[8566, 8587]"
sample_type,forest litter,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[1885, 1898]"
sample_type,soil,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[2175, 2179]"
sample_type,ash layer,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[2528, 2537]"
sample_type,Mineral soil,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[2661, 2673]"
sample_type,lodgepole pine wood,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[2087, 2106]"
instrument,Thermo Trace 1310 GC,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[6143, 6163]"
ionization_method,electron impact,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[6126, 6141]"
sample_type,soil-water extracts,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[6024, 6043]"
instrument,custom-built hybrid linear ion trap FT-ICR mass spectrometer,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[7245, 7292]"
ionization_method,microelectrospray ionization (ESI),10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[7112, 7146]"
sample_type,SOM extracts,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[7199, 7211]"
software_tools,PetroOrg,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[7565, 7573]"
sample_type,Soil CO2 respiration measurements,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[8829, 8862]"
dataset_accession,OSF.IO/PB8QU,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[8565, 8577]"
sample_type,Genomic DNA,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[10283, 10294]"
sample_type,Soil bacterial and archaeal communities,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[10809, 10848]"
sample_type,Soil fungal communities,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[11440, 11463]"
instrument,Illumina MiSeq Platform,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[12383, 12406]"
sample_type,Pooled DNA products,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[12341, 12360]"
facility,Microbial Community Sequencing Lab (University of Colorado Boulder),10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[12459, 12526]"
software_tools,R version 4.1.2,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[14107, 14122]"
sample_type,organic matter,10.1021/acs.est.3c09797,10_1021_acs_est_3c09797.pdf,"[15981, 15995]"
sample_type,NH4-N and NO x -N,10.1021/acs.est.5b05714,10_1021_acs_est_5b05714.pdf,"[2617, 2634]"
sample_type,samples,10.1021/acs.est.5b05714,10_1021_acs_est_5b05714.pdf,"[4411, 4418]"
instrument,9.4 T FT-ICR-MS,10.1021/acs.est.5b05714,10_1021_acs_est_5b05714.pdf,"[6323, 6338]"
ionization_method,photoionization,10.1021/acs.est.5b05714,10_1021_acs_est_5b05714.pdf,"[6243, 6258]"
sample_type,structurally homologous compounds,10.1021/acs.est.5b05714,10_1021_acs_est_5b05714.pdf,"[12806, 12839]"
sample_type,Water,10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[937, 942]"
facility,Bemidji site,10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[1431, 1443]"
instrument,Horiba Aqualog fluorometer,10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[4414, 4440]"
instrument,21T Fourier transform ion cyclotron resonance mass spectrometer,10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[5505, 5568]"
sample_type,"PPL, LLE, and HLB sample extracts",10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[5452, 5485]"
ionization_method,negative-ion electrospray ionization,10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[5597, 5633]"
sample_type,DOM analyses,10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[5777, 5789]"
facility,National High Magnetic Field Laboratory (NHMFL),10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[6065, 6112]"
software_tools,EnviroOrg software,10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[6029, 6047]"
sample_type,"nonvolatile, unresolved complex mixture (UCM)",10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[8734, 8779]"
ionization_method,negative-ion electrospray ionization (ESI),10.1021/acs.est.5c07016,10_1021_acs_est_5c07016.pdf,"[9548, 9590]"
instrument,FT-ICR MS,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[4520, 4529]"
sample_type,DOC concentrations,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[4494, 4512]"
instrument,Shimadzu TOCV CSH analyzer,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[6041, 6067]"
facility,UTMSI,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[6071, 6076]"
instrument,21 T FT-ICR MS,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[8080, 8094]"
ionization_method,Negative-Ion Electrospray Ionization,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[8043, 8079]"
sample_type,DOM isolates,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[8096, 8108]"
sample_type,t28 bioincubation samples,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[8169, 8194]"
sample_type,DOM composition,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[8430, 8445]"
instrument,custom-built hybrid linear ion trap 21 T FT-ICR MS,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[9323, 9373]"
ionization_method,negative-ion electrospray ionization,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[9279, 9315]"
sample_type,SPE-DOM samples,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[9246, 9261]"
facility,"National High Magnetic Field Laboratory in Tallahassee, Florida",10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[9381, 9444]"
software_tools,PetroOrg,10.1021/acs.est.5c08206,10_1021_acs_est_5c08206.pdf,"[9758, 9766]"
sample_type,Surface sediments,10.1021/acs.est.6b01156,10_1021_acs_est_6b01156.pdf,"[1223, 1240]"
facility,"Louisiana State University, LA",10.1021/acs.est.6b01156,10_1021_acs_est_6b01156.pdf,"[1319, 1349]"
instrument,Thermo Finnigan Elemental Analyzer (FLASH EA 112),10.1021/acs.est.6b01156,10_1021_acs_est_6b01156.pdf,"[2504, 2552]"
sample_type,MWO and sediment extracts,10.1021/acs.est.6b01156,10_1021_acs_est_6b01156.pdf,"[2387, 2412]"
sample_type,MWO and sediment extracts,10.1021/acs.est.6b01156,10_1021_acs_est_6b01156.pdf,"[2849, 2874]"
ionization_method,positive-ion electrospray ionization,10.1021/acs.est.6b01156,10_1021_acs_est_6b01156.pdf,"[4041, 4077]"
sample_type,MWO and extracts,10.1021/acs.est.6b01156,10_1021_acs_est_6b01156.pdf,"[3850, 3866]"
sample_type,Soil samples,10.1021/acs.est.6b05126,10_1021_acs_est_6b05126.pdf,"[961, 973]"
instrument,UV -vis spectrophotometer,10.1021/acs.est.6b05126,10_1021_acs_est_6b05126.pdf,"[2262, 2287]"
instrument,Horiba FluoroMax-4,10.1021/acs.est.6b05126,10_1021_acs_est_6b05126.pdf,"[3183, 3201]"
facility,CU Boulder Laboratory for Environmental and Geological Studies (LEGS),10.1021/acs.est.6b05126,10_1021_acs_est_6b05126.pdf,"[2973, 3042]"
instrument,custom-built Fourier transform ion cyclotron resonance (FT-ICR) mass spectrometer,10.1021/acs.est.6b05126,10_1021_acs_est_6b05126.pdf,"[5698, 5779]"
sample_type,extracts,10.1021/acs.est.6b05126,10_1021_acs_est_6b05126.pdf,"[5518, 5525]"
software_tools,PetroOrg,10.1021/acs.est.6b05126,10_1021_acs_est_6b05126.pdf,"[6812, 6820]"
